kg,km,pack_capacity_id,kg_raw,harvest_estimate_id,lug_id,demand_id,stdunits,solution_num
285.0,2.39,1118,300,6427,9413,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9414,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9415,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9416,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9417,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9418,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9419,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9420,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9421,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9422,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9423,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9424,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9425,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9426,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9427,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9428,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9429,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9430,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9431,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9432,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9433,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9434,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9435,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9436,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9437,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9438,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9439,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9440,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9441,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9442,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9443,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9444,6501,63.333333333333336,20
285.0,2.39,1118,300,6427,9445,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9446,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9447,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9448,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9449,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9450,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9451,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9452,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9453,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9454,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9455,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9456,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9457,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9458,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9459,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9460,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9461,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9462,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9463,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9464,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9465,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9466,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9467,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9468,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9469,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9470,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9471,7298,63.333333333333336,20
285.0,2.39,1118,300,6427,9472,7298,63.333333333333336,20
285.0,131.1,1140,300,6435,9793,7299,63.333333333333336,20
285.0,131.1,1140,300,6435,9794,7299,63.333333333333336,20
285.0,131.1,1140,300,6435,9795,7299,63.333333333333336,20
285.0,131.1,1140,300,6435,9796,7299,63.333333333333336,20
285.0,131.1,1140,300,6435,9797,7299,63.333333333333336,20
285.0,131.1,1140,300,6435,9798,7299,63.333333333333336,20
285.0,131.1,1140,300,6435,9799,7299,63.333333333333336,20
285.0,131.1,1140,300,6435,9800,7299,63.333333333333336,20
285.0,131.1,1140,300,6435,9801,7299,63.333333333333336,20
285.0,131.1,1140,300,6435,9802,7299,63.333333333333336,20
